2020-05-31 23:58:09,269  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:58:09,269  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-05-31 23:59:05,549  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-05-31 23:59:05,549  WARN [Worker-4] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-01 00:00:16,936  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-01 00:00:16,936  WARN [Worker-5] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-01 00:23:01,023  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-01 00:23:01,023  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-01 00:23:39,282  WARN [Worker-14] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-01 00:23:39,283  WARN [Worker-14] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-01 00:24:00,773  WARN [Worker-14] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-01 00:24:00,773  WARN [Worker-14] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-01 00:25:02,060  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-01 00:25:02,060  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-01 00:25:26,602  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-01 00:25:26,602  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:08:40,607  WARN [main] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:08:40,607  WARN [main] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:08:40,622  WARN [main] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:08:40,622  WARN [main] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:08:46,608  WARN [main] - ScalaProject - Project 1.2 has platform default sourceLevel.
2020-06-03 00:08:46,608  WARN [main] - ScalaProject - Project 1.2 runs on platform default installation.
2020-06-03 00:08:46,651  WARN [main] - ScalaProject - Project A1140-libs has platform default sourceLevel.
2020-06-03 00:08:46,651  WARN [main] - ScalaProject - Project A1140-libs runs on platform default installation.
2020-06-03 00:14:52,530  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:14:52,533  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:14:52,578  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:14:52,578  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:14:59,437  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:14:59,437  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:16:20,680  WARN [Worker-8] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:16:20,708  WARN [Worker-8] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:19:57,566  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:19:57,566  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:21:38,135  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:21:38,135  WARN [Worker-0] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:21:49,895  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:21:49,895  WARN [Worker-3] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:22:11,122  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:22:11,122  WARN [Worker-7] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:22:25,896 ERROR [Thread-406] - System.err - Exception in thread "Thread-406"
2020-06-03 00:22:25,897 ERROR [Thread-406] - System.err - java.net.SocketException: Connection reset
2020-06-03 00:22:25,897 ERROR [Thread-406] - System.err - at java.net.SocketInputStream.read(Unknown Source)
2020-06-03 00:22:25,897 ERROR [Thread-406] - System.err - at java.net.SocketInputStream.read(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at sun.nio.cs.StreamDecoder.readBytes(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at sun.nio.cs.StreamDecoder.implRead(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at sun.nio.cs.StreamDecoder.read(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at java.io.InputStreamReader.read(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at java.io.BufferedReader.fill(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at java.io.BufferedReader.readLine(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at java.io.BufferedReader.readLine(Unknown Source)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at scala.tools.eclipse.scalatest.ui.ScalaTestListener.run(ScalaTestListener.scala:73)
2020-06-03 00:22:25,898 ERROR [Thread-406] - System.err - at java.lang.Thread.run(Unknown Source)
2020-06-03 00:22:48,701  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:22:48,702  WARN [Worker-1] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
2020-06-03 00:24:25,930  WARN [Worker-9] - ScalaProject - Project A1140-r1-warmup has platform default sourceLevel.
2020-06-03 00:24:25,930  WARN [Worker-9] - ScalaProject - Project A1140-r1-warmup runs on platform default installation.
